Duration,Pulse,Maxpulse,Calories,Pulse_Duration,Maxpulse_Duration,Intensity_Ratio,Pulse_Maxpulse,Pulse_Squared,Duration_Squared,Pulse_Reserve,Log_Duration,Heart_Rate_Load
45,104,129,266.0,4680,5805,0.8062015503875969,13416,10816,2025,25,3.828641396489095,46.800000000000004
45,90,112,180.1,4050,5040,0.8035714285714286,10080,8100,2025,22,3.828641396489095,40.5
60,98,126,286.0,5880,7560,0.7777777777777778,12348,9604,3600,28,4.110873864173311,58.8
60,100,122,329.4,6000,7320,0.819672131147541,12200,10000,3600,22,4.110873864173311,60.0
60,111,138,400.0,6660,8280,0.8043478260869565,15318,12321,3600,27,4.110873864173311,66.60000000000001
60,111,131,397.0,6660,7860,0.8473282442748091,14541,12321,3600,20,4.110873864173311,66.60000000000001
60,99,119,273.0,5940,7140,0.8319327731092437,11781,9801,3600,20,4.110873864173311,59.4
60,109,153,387.6,6540,9180,0.7124183006535948,16677,11881,3600,44,4.110873864173311,65.4
45,111,136,300.0,4995,6120,0.8161764705882353,15096,12321,2025,25,3.828641396489095,49.95
45,108,129,298.0,4860,5805,0.8372093023255814,13932,11664,2025,21,3.828641396489095,48.6
60,111,139,397.6,6660,8340,0.7985611510791367,15429,12321,3600,28,4.110873864173311,66.60000000000001
60,107,136,380.2,6420,8160,0.7867647058823529,14552,11449,3600,29,4.110873864173311,64.2
80,123,146,643.1,9840,11680,0.8424657534246576,17958,15129,6400,23,4.394449154672439,98.4
60,106,130,263.0,6360,7800,0.8153846153846154,13780,11236,3600,24,4.110873864173311,63.6
60,118,151,486.0,7080,9060,0.7814569536423841,17818,13924,3600,33,4.110873864173311,70.8
30,136,175,238.0,4080,5250,0.7771428571428571,23800,18496,900,39,3.4339872044851463,40.800000000000004
60,121,146,450.7,7260,8760,0.8287671232876712,17666,14641,3600,25,4.110873864173311,72.6
60,118,121,413.0,7080,7260,0.9752066115702479,14278,13924,3600,3,4.110873864173311,70.8
45,115,144,305.0,5175,6480,0.7986111111111112,16560,13225,2025,29,3.828641396489095,51.74999999999999
20,153,172,226.4,3060,3440,0.8895348837209303,26316,23409,400,19,3.044522437723423,30.6
45,123,152,321.0,5535,6840,0.8092105263157895,18696,15129,2025,29,3.828641396489095,55.35
210,108,160,1376.0,22680,33600,0.675,17280,11664,44100,52,5.351858133476067,226.8
160,110,137,1034.4,17600,21920,0.8029197080291971,15070,12100,25600,27,5.081404364984463,176.0
160,109,135,853.0,17440,21600,0.8074074074074075,14715,11881,25600,26,5.081404364984463,174.4
45,118,141,341.0,5310,6345,0.8368794326241135,16638,13924,2025,23,3.828641396489095,53.099999999999994
20,110,130,131.4,2200,2600,0.8461538461538461,14300,12100,400,20,3.044522437723423,22.0
180,90,130,800.4,16200,23400,0.6923076923076923,11700,8100,32400,40,5.198497031265826,162.0
150,105,135,873.4,15750,20250,0.7777777777777778,14175,11025,22500,30,5.017279836814924,157.5
150,107,130,816.0,16050,19500,0.823076923076923,13910,11449,22500,23,5.017279836814924,160.5
20,106,136,110.4,2120,2720,0.7794117647058824,14416,11236,400,30,3.044522437723423,21.200000000000003
300,108,143,1500.2,32400,42900,0.7552447552447552,15444,11664,90000,35,5.707110264748875,324.0
150,97,129,1115.0,14550,19350,0.751937984496124,12513,9409,22500,32,5.017279836814924,145.5
60,109,153,387.6,6540,9180,0.7124183006535948,16677,11881,3600,44,4.110873864173311,65.4
90,100,127,700.0,9000,11430,0.7874015748031497,12700,10000,8100,27,4.51085950651685,90.0
150,97,127,953.2,14550,19050,0.7637795275590551,12319,9409,22500,30,5.017279836814924,145.5
45,114,146,304.0,5130,6570,0.7808219178082192,16644,12996,2025,32,3.828641396489095,51.3
90,98,125,563.2,8820,11250,0.784,12250,9604,8100,27,4.51085950651685,88.2
45,105,134,251.0,4725,6030,0.7835820895522388,14070,11025,2025,29,3.828641396489095,47.25
45,110,141,300.0,4950,6345,0.7801418439716312,15510,12100,2025,31,3.828641396489095,49.50000000000001
120,100,130,500.4,12000,15600,0.7692307692307693,13000,10000,14400,30,4.795790545596741,120.0
270,100,131,1729.0,27000,35370,0.7633587786259542,13100,10000,72900,31,5.602118820879701,270.0
30,159,182,319.2,4770,5460,0.8736263736263736,28938,25281,900,23,3.4339872044851463,47.7
45,149,169,344.0,6705,7605,0.8816568047337278,25181,22201,2025,20,3.828641396489095,67.05
30,103,139,151.1,3090,4170,0.7410071942446043,14317,10609,900,36,3.4339872044851463,30.900000000000002
120,100,130,500.0,12000,15600,0.7692307692307693,13000,10000,14400,30,4.795790545596741,120.0
45,100,120,225.3,4500,5400,0.8333333333333334,12000,10000,2025,20,3.828641396489095,45.0
30,151,170,300.0,4530,5100,0.888235294117647,25670,22801,900,19,3.4339872044851463,45.3
45,102,136,234.0,4590,6120,0.75,13872,10404,2025,34,3.828641396489095,45.9
120,100,157,1000.1,12000,18840,0.6369426751592356,15700,10000,14400,57,4.795790545596741,120.0
45,129,103,242.0,5805,4635,1.2524271844660195,13287,16641,2025,-26,3.828641396489095,58.050000000000004
20,83,107,50.3,1660,2140,0.7757009345794392,8881,6889,400,24,3.044522437723423,16.599999999999998
180,101,127,600.1,18180,22860,0.7952755905511811,12827,10201,32400,26,5.198497031265826,181.8
30,90,107,105.3,2700,3210,0.8411214953271028,9630,8100,900,17,3.4339872044851463,27.0
15,80,100,50.5,1200,1500,0.8,8000,6400,225,20,2.772588722239781,12.0
20,150,171,127.4,3000,3420,0.8771929824561403,25650,22500,400,21,3.044522437723423,30.0
20,151,168,229.4,3020,3360,0.8988095238095238,25368,22801,400,17,3.044522437723423,30.2
30,95,128,128.2,2850,3840,0.7421875,12160,9025,900,33,3.4339872044851463,28.5
25,152,168,244.2,3800,4200,0.9047619047619048,25536,23104,625,16,3.258096538021482,38.0
30,109,131,188.2,3270,3930,0.8320610687022901,14279,11881,900,22,3.4339872044851463,32.7
90,93,124,604.1,8370,11160,0.75,11532,8649,8100,31,4.51085950651685,83.7
20,95,112,77.7,1900,2240,0.8482142857142857,10640,9025,400,17,3.044522437723423,19.0
90,90,110,500.0,8100,9900,0.8181818181818182,9900,8100,8100,20,4.51085950651685,81.0
90,90,100,500.0,8100,9000,0.9,9000,8100,8100,10,4.51085950651685,81.0
90,90,100,500.4,8100,9000,0.9,9000,8100,8100,10,4.51085950651685,81.0
30,92,108,92.7,2760,3240,0.8518518518518519,9936,8464,900,16,3.4339872044851463,27.6
30,93,128,124.0,2790,3840,0.7265625,11904,8649,900,35,3.4339872044851463,27.900000000000002
180,90,120,800.3,16200,21600,0.75,10800,8100,32400,30,5.198497031265826,162.0
30,90,120,86.2,2700,3600,0.75,10800,8100,900,30,3.4339872044851463,27.0
90,90,120,500.3,8100,10800,0.75,10800,8100,8100,30,4.51085950651685,81.0
210,137,184,1860.4,28770,38640,0.7445652173913043,25208,18769,44100,47,5.351858133476067,287.70000000000005
60,102,124,325.2,6120,7440,0.8225806451612904,12648,10404,3600,22,4.110873864173311,61.2
45,107,124,275.0,4815,5580,0.8629032258064516,13268,11449,2025,17,3.828641396489095,48.150000000000006
15,124,139,124.2,1860,2085,0.8920863309352518,17236,15376,225,15,2.772588722239781,18.6
45,100,120,225.3,4500,5400,0.8333333333333334,12000,10000,2025,20,3.828641396489095,45.0
60,108,131,367.6,6480,7860,0.8244274809160306,14148,11664,3600,23,4.110873864173311,64.80000000000001
60,108,151,351.7,6480,9060,0.7152317880794702,16308,11664,3600,43,4.110873864173311,64.80000000000001
60,116,141,443.0,6960,8460,0.8226950354609929,16356,13456,3600,25,4.110873864173311,69.6
60,97,122,277.4,5820,7320,0.7950819672131147,11834,9409,3600,25,4.110873864173311,58.199999999999996
60,103,124,332.7,6180,7440,0.8306451612903226,12772,10609,3600,21,4.110873864173311,61.800000000000004
30,112,137,193.9,3360,4110,0.8175182481751825,15344,12544,900,25,3.4339872044851463,33.6
45,100,120,100.7,4500,5400,0.8333333333333334,12000,10000,2025,20,3.828641396489095,45.0
60,119,169,336.7,7140,10140,0.7041420118343196,20111,14161,3600,50,4.110873864173311,71.39999999999999
60,107,127,344.9,6420,7620,0.84251968503937,13589,11449,3600,20,4.110873864173311,64.2
60,111,151,368.5,6660,9060,0.7350993377483444,16761,12321,3600,40,4.110873864173311,66.60000000000001
60,98,122,271.0,5880,7320,0.8032786885245902,11956,9604,3600,24,4.110873864173311,58.8
60,97,124,275.3,5820,7440,0.782258064516129,12028,9409,3600,27,4.110873864173311,58.199999999999996
60,109,127,382.0,6540,7620,0.8582677165354331,13843,11881,3600,18,4.110873864173311,65.4
90,99,125,466.4,8910,11250,0.792,12375,9801,8100,26,4.51085950651685,89.1
60,114,151,384.0,6840,9060,0.7549668874172185,17214,12996,3600,37,4.110873864173311,68.39999999999999
60,104,134,342.5,6240,8040,0.7761194029850746,13936,10816,3600,30,4.110873864173311,62.400000000000006
60,107,138,357.5,6420,8280,0.7753623188405797,14766,11449,3600,31,4.110873864173311,64.2
60,103,133,335.0,6180,7980,0.7744360902255639,13699,10609,3600,30,4.110873864173311,61.800000000000004
60,106,132,327.5,6360,7920,0.803030303030303,13992,11236,3600,26,4.110873864173311,63.6
60,103,136,339.0,6180,8160,0.7573529411764706,14008,10609,3600,33,4.110873864173311,61.800000000000004
20,136,156,189.0,2720,3120,0.8717948717948718,21216,18496,400,20,3.044522437723423,27.200000000000003
45,117,143,317.7,5265,6435,0.8181818181818182,16731,13689,2025,26,3.828641396489095,52.65
45,115,137,318.0,5175,6165,0.8394160583941606,15755,13225,2025,22,3.828641396489095,51.74999999999999
45,113,138,308.0,5085,6210,0.8188405797101449,15594,12769,2025,25,3.828641396489095,50.849999999999994
20,141,162,222.4,2820,3240,0.8703703703703703,22842,19881,400,21,3.044522437723423,28.2
60,108,135,390.0,6480,8100,0.8,14580,11664,3600,27,4.110873864173311,64.80000000000001
45,100,120,250.4,4500,5400,0.8333333333333334,12000,10000,2025,20,3.828641396489095,45.0
45,122,149,335.4,5490,6705,0.8187919463087249,18178,14884,2025,27,3.828641396489095,54.9
60,136,170,470.2,8160,10200,0.8,23120,18496,3600,34,4.110873864173311,81.60000000000001
45,106,126,270.8,4770,5670,0.8412698412698413,13356,11236,2025,20,3.828641396489095,47.7
60,107,136,400.0,6420,8160,0.7867647058823529,14552,11449,3600,29,4.110873864173311,64.2
60,112,146,361.9,6720,8760,0.7671232876712328,16352,12544,3600,34,4.110873864173311,67.2
30,103,127,185.0,3090,3810,0.8110236220472441,13081,10609,900,24,3.4339872044851463,30.900000000000002
60,110,150,409.4,6600,9000,0.7333333333333333,16500,12100,3600,40,4.110873864173311,66.0
60,106,134,343.0,6360,8040,0.7910447761194029,14204,11236,3600,28,4.110873864173311,63.6
60,109,129,353.2,6540,7740,0.8449612403100775,14061,11881,3600,20,4.110873864173311,65.4
60,109,138,374.0,6540,8280,0.7898550724637681,15042,11881,3600,29,4.110873864173311,65.4
30,150,167,275.8,4500,5010,0.8982035928143712,25050,22500,900,17,3.4339872044851463,45.0
60,105,128,328.0,6300,7680,0.8203125,13440,11025,3600,23,4.110873864173311,63.0
60,111,151,368.5,6660,9060,0.7350993377483444,16761,12321,3600,40,4.110873864173311,66.60000000000001
60,97,131,270.4,5820,7860,0.7404580152671756,12707,9409,3600,34,4.110873864173311,58.199999999999996
60,100,120,270.4,6000,7200,0.8333333333333334,12000,10000,3600,20,4.110873864173311,60.0
60,114,150,382.8,6840,9000,0.76,17100,12996,3600,36,4.110873864173311,68.39999999999999
30,80,120,240.9,2400,3600,0.6666666666666666,9600,6400,900,40,3.4339872044851463,24.0
30,85,120,250.4,2550,3600,0.7083333333333334,10200,7225,900,35,3.4339872044851463,25.5
45,90,130,260.4,4050,5850,0.6923076923076923,11700,8100,2025,40,3.828641396489095,40.5
45,95,130,270.0,4275,5850,0.7307692307692307,12350,9025,2025,35,3.828641396489095,42.75
45,100,140,280.9,4500,6300,0.7142857142857143,14000,10000,2025,40,3.828641396489095,45.0
60,105,140,290.8,6300,8400,0.75,14700,11025,3600,35,4.110873864173311,63.0
60,110,145,300.0,6600,8700,0.7586206896551724,15950,12100,3600,35,4.110873864173311,66.0
60,115,145,310.2,6900,8700,0.7931034482758621,16675,13225,3600,30,4.110873864173311,69.0
75,120,150,320.4,9000,11250,0.8,18000,14400,5625,30,4.330733340286331,90.0
75,125,150,330.4,9375,11250,0.8333333333333334,18750,15625,5625,25,4.330733340286331,93.75
